material_id,bandgap_hse
qmof-8e85940,2.959365
qmof-054541d,2.771239
qmof-90710c8,3.014549
qmof-8de943d,3.175372
qmof-fbdfba6,5.091182
qmof-d8e2d5a,4.240489999999999
qmof-4ec3895,3.7752630000000003
qmof-8af7565,2.01632
qmof-4720334,3.7139550000000003
qmof-f5690c7,2.694597
qmof-a0884cd,4.495948
qmof-4fc4a40,2.7382210000000002
qmof-e64b388,4.144128
qmof-ce36f66,2.387369
qmof-a730e22,3.2092899999999998
qmof-01f8adf,6.421372
qmof-e39683b,3.10131
qmof-a54ae56,4.379956
qmof-a2d4eaa,4.235593
qmof-13f45fd,4.527485
qmof-14a67d5,3.8147029999999997
qmof-04459f0,2.384648
qmof-40c1e03,3.281465
qmof-c91080d,4.712024
qmof-1547f0e,1.861861
qmof-8e3bc8d,3.383656
qmof-29823dd,6.397740000000001
qmof-0644d90,3.8570599999999997
qmof-7082d23,3.891581
qmof-9a970ac,3.240135
qmof-eebdff7,4.219111
qmof-3d12eb1,4.932366
qmof-10c5d89,3.972121
qmof-52cac05,1.949382
qmof-2ab39f5,3.7482059999999997
qmof-5c584aa,5.251932999999999
qmof-35c8474,3.377037
qmof-0ca5226,6.415070999999999
qmof-673bd4c,3.599204
qmof-1fe6988,3.738464
qmof-7cde1ad,3.701869
qmof-f78137f,4.415966
qmof-ce19bbe,4.227989
qmof-732dc1a,4.369629
qmof-c6a63af,4.405509
qmof-68f7719,4.416965
qmof-0a0718a,4.407102
qmof-c2c7421,3.595732
qmof-1cfa94a,0.5636300000000001
qmof-73c6324,2.4692439999999998
qmof-26fc218,6.12608
qmof-88c0dcd,4.162450000000001
qmof-7b3f604,3.9233339999999997
qmof-ad06ef4,3.60475
qmof-0cfad40,3.4149890000000003
qmof-c7fd3ba,3.9707929999999996
qmof-a457b47,1.3454199999999998
qmof-cffa37f,4.488487
qmof-14d9a90,2.73195
qmof-d346410,2.613933
qmof-1fd65b5,1.808821
qmof-22e7468,5.149574
qmof-8cd9d78,3.501177
qmof-379302a,2.151246
qmof-cdca546,6.674676
qmof-5c1675f,4.527528
qmof-e9595ba,3.228717
qmof-d08ab23,4.567365
qmof-0054a8a,2.361386
qmof-986eab9,3.439069
qmof-3dea6dd,6.145283
qmof-6fbe47e,3.3755119999999996
qmof-4a650ba,2.753818
qmof-f2fac68,4.945929
qmof-0122bb1,1.235693
qmof-0412385,5.120405
qmof-361fd6f,1.05983
qmof-5ad197c,4.110056
qmof-290d012,4.013332
qmof-8e117f6,4.396178
qmof-3c5b84b,3.583374
qmof-c5d75d5,5.108327
qmof-cea07ef,3.1057379999999997
qmof-bdea962,3.72083
qmof-6bf5ba1,4.575747
qmof-b7dbb38,3.3011890000000004
qmof-7945a6b,3.951817
qmof-9dedbbd,4.118589
qmof-cd5c084,4.3707530000000006
qmof-b806efd,2.536209
qmof-80dcc70,3.622839
qmof-6bc1eda,4.838253
qmof-d51d399,4.1176200000000005
qmof-44fe25a,3.170096
qmof-a19fb5f,4.290503
qmof-d8c5293,4.236618
qmof-247e926,4.15355
qmof-76212a0,6.724994
qmof-b3649d4,2.638401
qmof-402926d,3.076719
qmof-1dca0c6,2.517969
qmof-11afcfb,4.882697
qmof-149aeaf,5.025655
qmof-97e4a61,3.772739
qmof-e2d7d1f,3.710225
qmof-8030fac,3.4546289999999997
qmof-531406b,4.250039
qmof-e7b6156,2.0657439999999996
qmof-4c83c49,4.383438
qmof-390913b,4.225586
qmof-62e8561,4.891316
qmof-e2b0729,1.731027
qmof-6abc890,5.05309
qmof-04b3678,3.690242
qmof-7ffb302,2.7556469999999997
qmof-324fde1,3.4997230000000004
qmof-d43a3be,2.9944179999999996
qmof-cb52709,5.500831
qmof-d117cca,3.6459639999999998
qmof-1c91623,3.573676
qmof-b2fc53f,4.786841
qmof-4df225e,4.654507000000001
qmof-d35f64f,3.820694
qmof-d80e631,3.4260810000000004
qmof-8535569,5.013008
qmof-64935e1,4.855115
qmof-485c8c2,5.309388
qmof-7f3a923,5.308399
qmof-dee0a1f,5.312017
qmof-5517ab7,5.300229
qmof-254f0bb,3.085016
qmof-ba5b808,4.084263
qmof-81a163c,3.963162
qmof-17cd56b,4.091592
qmof-8d254b7,3.454836
qmof-480dd0a,2.584449
qmof-1ebd4e7,3.910324
qmof-d8112f8,2.9436989999999996
qmof-b069377,4.559216
qmof-948ab1b,3.5887179999999996
qmof-ec95ddc,4.665519
qmof-59216ed,4.78207
qmof-ba111bf,4.952768
qmof-c2973f6,4.021742
qmof-97ae29f,6.6686689999999995
qmof-8d0f063,4.390294
qmof-ea2e5ae,4.231733
qmof-6ecd9da,4.844705
qmof-7e8fa91,3.724256
qmof-db0876a,3.725102
qmof-8aecaef,2.012266
qmof-150730f,4.772762
qmof-cbb7574,3.8059600000000002
qmof-b1e3539,3.68532
qmof-788acd1,5.201715
qmof-6b7c621,5.175941
qmof-59b5fa6,3.5381539999999996
qmof-1f0ad0a,3.4269730000000003
qmof-22e67b2,3.621357
qmof-a56ab4f,3.7597329999999998
qmof-c2378eb,3.805884
qmof-90b97bc,3.290579
qmof-7bca5df,5.024712
qmof-b57a861,3.117756
qmof-47eb3b5,2.756534
qmof-85b5866,3.008325
qmof-bb340c4,4.630304000000001
qmof-5d60111,3.795898
qmof-f3b9a1a,5.644904
qmof-705ad5b,4.500132
qmof-769821d,4.441635
qmof-2e370d9,3.544639
qmof-1937b4e,3.544219
qmof-f7c5ef4,3.225332
qmof-b8741a5,4.412571
qmof-8121bd5,4.526631
qmof-c8783dd,3.079142
qmof-5b523bb,3.087367
qmof-1a6c50b,3.652915
qmof-19b5170,3.668117
qmof-5f0dd01,3.673551
qmof-be911ac,3.6014679999999997
qmof-15ff44b,3.322113
qmof-2ee4f8f,3.932268
qmof-8208646,1.925306
qmof-fde0c28,3.6442309999999996
qmof-8104eb0,3.074327
qmof-03558fb,4.1283829999999995
qmof-bf937bb,3.2556149999999997
qmof-a96ee8e,3.645981
qmof-eaef6dd,5.021344
qmof-7a0465a,3.418314
qmof-cd3e104,4.077171
qmof-40ab8ad,3.074987
qmof-1af2219,4.244365999999999
qmof-9794e9c,5.636034
qmof-0d8ec48,3.817618
qmof-89d5815,5.680137
qmof-2c7d021,3.916048
qmof-0032860,4.089623
qmof-209afa7,5.303021
qmof-9b0ccbd,0.728773
qmof-03e1732,3.141689
qmof-f6afc69,2.948801
qmof-a001d0d,2.590088
qmof-f917bec,5.839082
qmof-70ee38e,4.816447
qmof-7973010,5.394361
qmof-91dacf6,5.419066
qmof-43281e0,4.859283
qmof-15c314b,5.005895
qmof-8e56e92,4.618726
qmof-d017d3d,3.7522129999999994
qmof-c0cf89e,4.855466
qmof-0d451ab,5.420965
qmof-f4c4d54,4.503224
qmof-a29f85e,4.36069
qmof-9fb39d7,4.380562
qmof-baf7972,3.9833089999999998
qmof-3f99902,4.956525
qmof-9384b06,6.29615
qmof-42d7698,2.8051640000000004
qmof-b4f3ed0,4.843996000000001
qmof-9ca0bbc,4.907248
qmof-b8dd1c7,2.620698
qmof-88fcee5,3.531527
qmof-b05561e,4.006672
qmof-b976080,4.787411
qmof-aa9cbff,4.133586
qmof-5d34c5a,4.222036
qmof-be1b28a,2.761979
qmof-42b55bb,0.06263200000000002
qmof-3ae8344,2.726159
qmof-817fdc2,3.368674
qmof-e986fdb,3.307663
qmof-7e9d037,2.671625
qmof-8c3c946,3.8631390000000003
qmof-d6cf7a2,1.570286
qmof-1fa8bff,3.467638
qmof-9b147f7,2.754838
qmof-86d21dc,3.54274
qmof-fd8c6e6,2.2126390000000002
qmof-581f867,3.906719
qmof-103e2b6,3.6548439999999998
qmof-54114ac,0.349113
qmof-837edc4,5.057583
qmof-99293e5,4.813591000000001
qmof-fc36310,2.18612
qmof-a4ece54,2.433246
qmof-90458ae,2.164423
qmof-74bea3f,3.2421539999999998
qmof-27a6787,1.913153
qmof-72d8647,3.5966129999999996
qmof-69fa051,3.896957
qmof-ed19d45,2.425093
qmof-15d237d,2.7389799999999997
qmof-75dfe5f,3.260175
qmof-23163b9,3.045163
qmof-9631486,3.7971000000000004
qmof-9445ed4,5.68056
qmof-67cdba3,2.088301
qmof-17bfa44,3.7996
qmof-d752b66,3.577558
qmof-6868cb6,3.360052
qmof-6262763,4.6401319999999995
qmof-4c61e1e,3.799645
qmof-e40f7eb,3.84689
qmof-01fcf4b,4.04851
qmof-0556e4a,3.5280259999999997
qmof-9f90a7e,3.668199
qmof-b4e619a,2.6178160000000004
qmof-3367507,3.5004519999999997
qmof-55f4d83,3.98269
qmof-9b98e57,4.018476
qmof-a14eac3,3.766614
qmof-d1c7a8a,3.857061
qmof-566c8f2,1.7956539999999999
qmof-2d58bb8,3.322306
qmof-461e21e,3.158903
qmof-8bc481b,4.043753
qmof-8e1f1ff,4.039519
qmof-5f11e5e,1.7317399999999998
qmof-7311839,0.702112
qmof-0eef54d,3.309249
qmof-24cd035,3.8677020000000004
qmof-0aad8d2,3.7945900000000004
qmof-03f7272,1.9247830000000001
qmof-70b42ce,1.542825
qmof-6a5147b,4.390087
qmof-24f6661,3.6023650000000003
qmof-e4e4393,6.533806
qmof-b59eb8f,3.0201379999999998
qmof-09b92f5,3.126327
qmof-bcc71d2,2.988482
qmof-300be09,1.820034
qmof-22c0271,1.6675529999999998
qmof-675adb3,2.519237
qmof-d1efdeb,3.694133
qmof-82b967d,4.045656
qmof-ecf4801,4.257796
qmof-180ee5c,4.1866129999999995
qmof-1580705,4.1704349999999994
qmof-d45d958,1.65949
qmof-f99335e,3.674279
qmof-e08db99,2.943005
qmof-fc77380,3.1795500000000003
qmof-b222296,5.709588
qmof-f2a6b8c,3.780735
qmof-fdf1f3a,4.051869
qmof-14872a0,4.146703
qmof-efb1a27,4.825018
qmof-52d48cb,5.058014
qmof-25fa36f,4.045389
qmof-9aa7703,3.6067839999999998
qmof-3074f36,4.82784
qmof-b3c62d0,5.194851999999999
qmof-63a8eb1,3.7340340000000003
qmof-1566e59,3.52683
qmof-a72a815,4.061087
qmof-1de40a5,4.507498
qmof-a303212,4.330088
qmof-9f43bb6,3.9971310000000004
qmof-18f4601,3.667822
qmof-4e4871b,4.640478
qmof-d9508ee,3.976438
qmof-a98e632,4.415145
qmof-f621598,3.7193699999999996
qmof-9b4fafa,2.755368
qmof-79f0fab,3.101293
qmof-6c9e6ff,5.371511
qmof-815e12a,5.3462000000000005
qmof-a0db6b2,3.0997389999999996
qmof-65d9b71,4.271274
qmof-be99418,4.099958
qmof-da484b1,3.9314400000000003
qmof-f57a76b,4.5355550000000004
qmof-d461695,4.411847
qmof-6c0ffdd,2.846185
qmof-f5dbc93,2.878806
qmof-d0d6fd2,1.0976059999999999
qmof-c63dd25,4.216252
qmof-7aa13cf,4.614153
qmof-e0e6794,4.028002
qmof-3ef90f5,3.580044
qmof-58d0589,3.52015
qmof-1692715,3.5365599999999997
qmof-2eac1e9,4.647822
qmof-64e197b,2.093487
qmof-faa6257,3.887417
qmof-27e7e43,3.907903
qmof-bdb947d,3.907207
qmof-98c31c9,3.919957
qmof-87a7ada,3.893443
qmof-f5464fc,3.852627
qmof-91c48af,3.482088
qmof-dc71bb1,3.046418
qmof-dbaf834,2.766011
qmof-203b252,4.229606
qmof-df313d5,3.56714
qmof-2da423f,3.3138170000000002
qmof-49cb885,3.4364689999999998
qmof-9269a92,3.681578
qmof-1aa1ca3,2.647408
qmof-f3e9eb2,2.602343
qmof-fea9e70,1.534373
qmof-e5526f4,3.3514160000000004
qmof-3a04018,3.739039
qmof-32f3cb0,2.157294
qmof-c97afc4,3.295236
qmof-361e7d5,5.090766
qmof-a1aad4f,3.6540280000000003
qmof-4c98c16,3.6543829999999997
qmof-1a0c62d,4.120862
qmof-99bd2ff,4.112249
qmof-45846c3,4.421953
qmof-d178e9b,4.210166
qmof-e16b9a1,4.432845
qmof-006948c,5.138642
qmof-6210d13,5.262695
qmof-74b0bf9,4.8198419999999995
qmof-549488d,3.410197
qmof-14d74fb,3.6598629999999996
qmof-9e34535,3.617005
qmof-d5e2e67,4.662083
qmof-4840cc5,5.780238
qmof-ed07c17,4.136715000000001
qmof-909f534,3.388942
qmof-72d3a49,3.392837
qmof-ff54923,2.283641
qmof-6db07a6,2.197301
qmof-32c8def,6.340062
qmof-2ad2677,4.649501
qmof-b696fc8,2.631693
qmof-8928501,4.193191000000001
qmof-6dd2dd5,4.459771
qmof-fd0958d,3.891381
qmof-727c9e2,4.012302
qmof-e31c890,3.613956
qmof-a50b67b,3.8780490000000003
qmof-522809d,3.502867
qmof-2f8d683,1.8019120000000002
qmof-1e2bfe2,4.220465
qmof-5ef8b71,3.463797
qmof-d9fa5cf,3.967869
qmof-c631f72,3.280036
qmof-b4b5423,6.7547429999999995
qmof-f46e3f3,4.387453
qmof-6250e1f,4.472543
qmof-5e1817a,4.958299
qmof-7e03401,3.192023
qmof-b0faa59,4.113723
qmof-21ceae6,2.814668
qmof-19ecdb0,3.405023
qmof-9d2f08c,3.2082230000000003
qmof-9f30221,4.8855830000000005
qmof-b2d2ac6,2.786275
qmof-c124b27,6.05423
qmof-069478f,3.724214
qmof-115bd6e,3.5942369999999997
qmof-a5cf871,3.989936
qmof-b4beb57,3.124625
qmof-4d60806,2.42035
qmof-0eb3aaf,5.368968
qmof-b8647f2,3.081817
qmof-ebe89ba,2.749793
qmof-977fd47,2.039326
qmof-5ea429e,4.903464
qmof-a7f15a5,2.351138
qmof-9544bd5,1.6034639999999998
qmof-d88d13b,3.2564520000000003
qmof-3396210,5.035415
qmof-4050181,5.066465
qmof-59424b3,3.241519
qmof-920e89b,3.6229529999999994
qmof-1a78d9c,3.67624
qmof-b678688,2.712623
qmof-96d8778,2.7898389999999997
qmof-dccc2e2,2.8176829999999997
qmof-557b940,3.670178
qmof-be3ffea,3.4465
qmof-38b3dd0,4.08
qmof-f77c0e0,3.938364
qmof-edb3d86,6.633356000000001
qmof-a92c7de,2.942756
qmof-5c7ac81,6.188243
qmof-b9c611d,4.200348
qmof-a001201,4.229681
qmof-ae9181c,3.814964
qmof-866f41f,3.453475
qmof-6cff79d,4.684137
qmof-3d8172e,2.803351
qmof-e867a05,3.032335
qmof-a8294e1,2.982822
qmof-3a7ba2f,4.176906
qmof-bc95055,3.741524
qmof-a6fa008,3.539331
qmof-aa812e3,3.760161
qmof-9af4bae,4.704479
qmof-70475c6,3.196884
qmof-d4582ac,2.562218
qmof-4f5e770,2.745645
qmof-840fe26,4.917296
qmof-31fb841,2.9384
qmof-deef83c,3.717135
qmof-2ea3b1f,2.667319
qmof-44477e2,3.258182
qmof-765d500,3.367689
qmof-f65f438,3.998443
qmof-e1c0fed,4.389297
qmof-ae1ca4c,3.383393
qmof-c00ae29,4.355782
qmof-7e3b4a2,2.277015
qmof-9be5910,2.6867509999999997
qmof-22ff87f,2.592521
qmof-34cda6e,3.790882
qmof-633e487,3.8021730000000002
qmof-0cf6fb4,3.805421
qmof-a1057f3,3.793557
qmof-db849d6,5.918565
qmof-843e83f,5.111711
qmof-c895295,3.243244
qmof-6bf5e49,3.1172199999999997
qmof-37f7116,3.433828
qmof-c8863c1,2.121727
qmof-3691386,5.4137010000000005
qmof-697c6bc,3.6909330000000002
qmof-2c27ac5,3.016587
qmof-f128020,3.182632
qmof-e8cd8b4,2.797807
qmof-541af34,4.102511
qmof-e84ed41,4.092671
qmof-73e0d48,4.009203
qmof-cd0f38e,2.962493
qmof-a59565c,4.3798390000000005
qmof-b5281a7,6.47015
qmof-65f86ea,3.9914129999999997
qmof-1492ba7,4.473235
qmof-7571eaa,3.656657
qmof-76932b3,4.163302
qmof-e5b6a13,3.398641
qmof-6f47ba4,3.638586
qmof-0f4d4bb,4.301264
qmof-028b150,2.008908
qmof-a13712f,2.046028
qmof-f9d7350,3.030406
qmof-52b81d3,2.774537
qmof-54078ea,4.289187
qmof-145a0bf,2.9973710000000002
qmof-68e1c8f,3.6596720000000005
qmof-05d5336,4.060287
qmof-4e9c14b,2.4958
qmof-fbc9303,1.5070999999999999
qmof-e8a0478,5.465847
qmof-3119618,3.783783
qmof-526eb14,3.61765
qmof-32b39ac,3.814095
qmof-4c23f2e,6.548471
qmof-921dee1,4.529663
qmof-a29d976,4.353554
qmof-7a91c8f,3.760117
qmof-86d10b6,3.594614
qmof-c4a1c17,6.605839
qmof-caa8e2a,4.356358
qmof-28743d5,3.293115
qmof-767c706,4.497310000000001
qmof-cf9b31e,5.594306
qmof-2e54ffc,3.618014
qmof-8ff5155,3.8689549999999997
qmof-508fff5,4.0281970000000005
qmof-0fa4d72,3.844204
qmof-c570ff7,4.451198000000001
