material_id,target,target_normalized
qmof-7f0e1cd,2.521385,-1.2544832396890955
qmof-309cef3,4.171501,0.29489480109994226
qmof-873a982,3.659258,-0.18607626744790487
qmof-136a607,3.783687,-0.06924353554460878
qmof-0ac7a90,3.800706,-0.05326352875951702
qmof-1814167,3.819652,-0.035474163429570944
qmof-8eba52e,3.772002,-0.0802151777846815
qmof-df7fc19,4.477887,0.5825762370748615
qmof-43a7019,4.491474999999999,0.5953347030361882
qmof-7ef0e18,4.368788,0.4801376237458333
qmof-d1cbf2f,4.218633,0.33914943884569354
qmof-6a9204c,3.097808,-0.7132502970318886
qmof-8fa9c85,4.249642,0.3682653698874066
qmof-d5014d8,3.953911,0.09058845663974273
qmof-f91eaa7,3.674814,-0.17146994595140738
qmof-5cbb170,4.026366,0.15862015013606054
qmof-f441841,3.720497,-0.12857584818048373
qmof-a715883,4.045351999999999,0.17644707350533834
qmof-ecc4da9,3.305218,-0.5185024735818681
qmof-34b5f2d,3.210076,-0.6078361480367249
qmof-0baeff6,5.358555000000001,1.4094803216517042
qmof-9e3b2f6,4.113931,0.24083939299031537
qmof-16dfff2,5.784015,1.8089664070142502
qmof-49bc51b,1.064698,-2.6222409307258836
qmof-6b9c221,3.62743,-0.21596119934495542
qmof-6db2252,4.235723999999999,0.3551970501015841
qmof-88bea54,4.094054,0.22217586429490005
qmof-f161d3d,3.339028,-0.48675654083588094
qmof-ec9d083,3.4171050000000003,-0.4134460649113482
qmof-5a4677e,4.692407,0.7840000020162745
qmof-f16d368,3.856891,-0.0005085677617857691
qmof-844ba33,4.785478,0.8713891089846796
qmof-3f97eed,3.668316,-0.17757124944100894
qmof-0614d31,4.149813,0.27453083217373775
qmof-e11d9cb,2.220878,-1.5366445828330875
qmof-5eabff0,1.579924,-2.1384689713947984
qmof-9a9e64a,1.6085950000000002,-2.1115483077520834
qmof-c4b76e9,1.6089179999999998,-2.1112450265844718
qmof-fbdd307,4.88913,0.9687132563075735
qmof-3657264,4.191069,0.31326819394151173
qmof-8b0680e,3.3178140000000003,-0.5066754469959922
qmof-679bb6b,3.858951,0.0014256712638493966
qmof-a07366c,4.102639,0.23023675848668657
qmof-213c150,3.434582,-0.3970360185758971
qmof-25b0904,3.4108780000000003,-0.4192929126844704
qmof-8499bb2,3.553777,-0.285117756119288
qmof-6eae3f7,3.448569,-0.3839029111722257
qmof-6840e6b,4.222265,0.3425597088171056
qmof-32c8f96,3.886696,0.027476866296012224
qmof-6504d94,3.562534,-0.27689536235837114
qmof-e29dfd2,3.75661,-0.09466751131991497
qmof-c458714,6.1060490000000005,2.1113405479761327
qmof-de9d67c,3.235459,-0.5840027552271598
qmof-3d63cef,3.185173,-0.6312188443742973
qmof-a7e3a59,3.18697,-0.6295315494572743
qmof-666050e,2.510974,-1.2642586583764208
qmof-ba1edaa,3.173971,-0.6417369732894274
qmof-e132d67,2.505995,-1.268933695322362
qmof-a8cfc39,3.60036,-0.24137860246337828
qmof-fe4db64,3.333333,-0.4921038666858777
qmof-e5d44b6,6.700452,2.6694558293134
qmof-b2a8e0e,4.008101,0.14147021042575386
qmof-9ca48a0,5.615622,1.6508536340803543
qmof-1246441,6.289038,2.2831582494625398
qmof-c8b355e,4.734334,0.8233673998938547
qmof-cc0c005,3.33401,-0.4914681968701713
qmof-6ff64b6,5.055324,1.1247612760291525
qmof-bcc1269,4.493421,0.5971619016497256
qmof-68a8f48,4.828193000000001,0.9114964002371153
qmof-dd76d21,3.523015,-0.3140017662681216
qmof-b7b8b62,3.187236,-0.6292817884957118
qmof-b46d9f5,3.988548,0.12311090184893404
qmof-9977307,3.636163,-0.207761340407638
qmof-7f0f059,3.079089,-0.7308265204886212
qmof-37e791c,2.940734,-0.8607350837856061
qmof-e54c960,3.958009,0.0944362777693805
qmof-3c96780,3.711419,-0.13709964520704615
qmof-14c3c38,2.6223650000000003,-1.159667969393627
qmof-e036ae1,4.020318,0.1529413745889516
qmof-4c3897e,3.98045,0.11550727678602318
qmof-8676659,1.803879,-1.9281862039257787
qmof-7787590,2.978556,-0.8252220796945463
qmof-e6a0327,2.774858,-1.01648451709449
qmof-0fa2384,3.152253,-0.6621291107451311
qmof-86ab3d5,5.163579,1.2264074147282613
qmof-7d02795,2.648689,-1.1349510237087597
qmof-2943f96,3.861771,0.0040735130368068735
qmof-e4ec22b,4.090467,0.2188078471177382
qmof-537f6ec,4.546761,0.6472455470999169
qmof-b3bf417,3.66414,-0.18149230874734534
qmof-778efcb,4.325057,0.43907635829434644
qmof-c0f13ca,3.791023,-0.06235539113098671
qmof-e3a20ba,2.925275,-0.8752503270367216
qmof-3029056,3.747257,-0.10344951986688972
qmof-beb7ad4,3.686934,-0.1600898600335913
qmof-285b2ff,2.868619,-0.9284475339475958
qmof-02fc147,2.718596,-1.069311777317937
qmof-3b6652e,5.003484,1.0760860570539394
qmof-9f9b665,3.145476,-0.6684923815590784
qmof-ffe1312,3.679138,-0.16740992189953965
qmof-9845d29,4.22914,0.349014996827418
qmof-ef5f46f,2.5037200000000004,-1.2710698088094106
qmof-f774737,2.969764,-0.8334773367398798
qmof-8b88ed3,4.1909030000000005,0.31311232807828165
qmof-83e07e9,4.324133,0.4382087675857601
qmof-6e5f0d6,4.10216,0.22978700096567686
qmof-7edffdc,3.819452,-0.03566195362623456
qmof-e18a048,4.044465,0.17561422398313548
qmof-b9c5c8c,5.934106,1.9498944990514566
qmof-2bb9974,2.11152,-1.6393263844667951
qmof-b5ec64a,3.390173,-0.4387338927940734
qmof-546dd2b,2.994501,-0.8102505062655383
qmof-e84c5c9,3.768696,-0.08331934973553158
qmof-0eba9d1,5.248517,1.3061600333493388
qmof-aca49e8,4.034191,0.16596744158052473
qmof-0056327,4.281543,0.3982188452062398
qmof-6815e74,2.2335890000000003,-1.52470957688413
qmof-43a7c42,4.333075,0.4466048672785914
qmof-b1eac6f,4.192879,0.31496769522131746
qmof-e0e4dbd,4.065049,0.19494159102375694
qmof-da91405,4.285851,0.4022638460423744
qmof-206a6de,5.800441,1.8243896158662345
qmof-c36c401,3.604539,-0.23745472630409153
qmof-f4ccf24,4.664026,0.7573516341587213
qmof-3f72143,4.70474,0.7955800844935373
qmof-285d109,3.658206,-0.18706404388235565
qmof-702a0a9,3.495797,-0.33955813413207536
qmof-050c8bc,4.502575,0.6057570589510206
qmof-6a08cb9,3.801088,-0.05290484948388939
qmof-bbea870,3.389058,-0.4397808231404731
qmof-50cbb92,3.707296,-0.14097094011126685
qmof-b1c70fd,4.297093,0.4128195329968374
qmof-01edd7e,3.925913,0.06429970700880056
qmof-7505ece,3.754705,-0.0964562129431359
qmof-b44d887,3.543991,-0.29430633044203963
qmof-cf8f441,6.671018,2.641818746070413
qmof-b4a483b,3.105279,-0.7062353942355187
qmof-10947da,3.705187000000001,-0.14295118773508395
qmof-401a2c2,3.658434,-0.1868499630581588
qmof-8b6c81e,4.939714,1.0162091528477402
qmof-4e4b76a,5.174367999999999,1.23653775688728
qmof-520ebea,4.091473,0.21975243180695572
qmof-221bac5,4.577834,0.6764215710045623
qmof-85a47a8,5.940507,1.9559047242956766
qmof-630c138,4.998518,1.071423226470781
qmof-9d1bb2b,3.888748,0.029403593713781043
qmof-334586a,3.172952,-0.6426937643414284
qmof-94200c0,4.23603,0.3554843691024804
qmof-e8e4106,3.3533030000000004,-0.4733530155490137
qmof-f0f7453,3.418241,-0.41237941659429894
qmof-b125dd6,5.167057,1.2296730862482412
qmof-89eb540,4.173332,0.29661402035039797
qmof-11b15c6,4.732903,0.822023761036727
qmof-48ecb3b,4.686457,0.7784132436655311
qmof-79e46ad,4.542417,0.643166744028383
qmof-ec81e8a,3.627452,-0.21594054242332245
qmof-ab89669,2.149436,-1.6037251189833035
qmof-d1f791b,4.667246,0.7603750563250056
qmof-1773abb,4.517402,0.6196788851806785
qmof-fcbd00c,4.336187,0.4495268827386773
qmof-8ae539d,4.043259,0.17448184909725392
qmof-6efe8f8,4.102612,0.23021140681013677
qmof-462a448,5.383301,1.432715602684895
qmof-81022c0,3.913508,0.05265202006073892
qmof-176cc4f,3.911572,0.0508342109570348
qmof-12dfe13,5.91329,1.9303492953827057
qmof-352b9b5,5.761381,1.7877141904578269
qmof-e4ea248,3.211686,-0.6063244369535828
qmof-b14702d,2.9163910000000004,-0.8835919675725199
qmof-6dd9a5a,4.202025,0.3235553409147457
qmof-a740fb7,3.823131,-0.03220755295860704
qmof-1817e88,3.572324,-0.2677030322316861
qmof-ef85522,3.049281,-0.7588147713993691
qmof-e21e341,4.498902,0.6023082919892929
qmof-cbce3c5,3.770208,-0.08189965584875455
qmof-bf96a9f,4.1001970000000005,0.22794384018542418
qmof-975d128,4.616820000000001,0.7130275140402047
qmof-1548d62,4.967944,1.0427157391068118
qmof-42b2d04,3.034446,-0.7727441092368943
qmof-8e6a68f,3.922716,0.06129788071513227
qmof-1d20a91,2.01264,-1.7321698576972953
qmof-517abf2,2.20189,-1.5544733841043326
qmof-a61cced,3.926082,0.0644583897249814
qmof-e169936,3.710415,-0.1380423519942976
qmof-cff9a36,3.883145,0.02414265135424913
qmof-aff572c,4.597655,0.6950325184449112
qmof-c970470,4.6755960000000005,0.7682152970357131
qmof-3470a15,4.3251990000000005,0.4392096893339779
qmof-07fb9bf,2.756823,-1.0334184980786334
qmof-8cc38c9,4.878606,0.9588317361591338
qmof-be09118,3.4971110000000003,-0.33832435253999504
qmof-5a93d85,2.567305,-1.211366610535125
qmof-89c9846,3.865536,0.007608663488999782
qmof-74c5a19,3.059318,-0.7493905203798047
qmof-aa662d6,3.30069,-0.5227540436343328
qmof-9eec513,3.5744,-0.26575376999031786
qmof-863f3a9,3.601711,-0.24011007968491535
qmof-e521165,3.832039,-0.023843377599208904
qmof-4d20956,3.735721,-0.11428125841044806
qmof-1b6c849,2.774057,-1.017236616832128
qmof-36f1dad,4.030526,0.16252618622666384
qmof-7e3ab62,4.05325,0.183862908371586
qmof-ff1391f,4.479621,0.5842043780799351
qmof-859b831,4.715071,0.8052803871021972
qmof-cc44e12,3.838546,-0.01773362355075756
qmof-485839c,4.658955000000001,0.7525902137223156
qmof-2063f6c,4.803677,0.888477077930087
qmof-64aeaba,2.987508,-0.8168165904918823
qmof-c31564c,2.559323,-1.2188613172839708
qmof-2622a28,2.7300210000000003,-1.0585842623335264
qmof-746e866,4.631244,0.726570943023585
qmof-c8f0292,3.494605,-0.34067736370419066
qmof-4a2dcce,4.140245999999999,0.26554788811633234
qmof-60b56bd,4.261931,0.37980413852140354
qmof-4ffb71f,4.027382,0.1595741243351117
qmof-ed3b382,4.009763,0.1430307469600291
qmof-c9bcdde,4.209017,0.33012048619010664
qmof-2d7d1e7,3.611742,-0.2306914623712507
qmof-e14a6bb,4.402449,0.5117436527953056
qmof-bfc5248,2.35319,-1.412410100328294
qmof-d3b0421,3.685771,-0.16118186002719037
qmof-2596182,3.458119,-0.3749359292815373
qmof-c430d7c,3.110726,-0.7011209282293845
qmof-2ab1c90,5.190598,1.2517769313465341
qmof-18059b1,5.486447,1.5295646408102304
qmof-8e85940,2.959365,-0.8432414880154054
qmof-054541d,2.771239,-1.0198825807031187
qmof-90710c8,3.014549,-0.7914264169519757
qmof-8de943d,3.175372,-0.6404215029617987
qmof-fbdfba6,5.091182,1.1584301803889756
qmof-d8e2d5a,4.240489999999999,0.3596720904880785
qmof-4ec3895,3.775263,-0.0771532586280812
qmof-8af7565,2.01632,-1.7287145180786847
qmof-4720334,3.713955,-0.1347184655133512
qmof-f5690c7,2.694597,-1.0918456619665895
qmof-a0884cd,4.495948,0.5995346307845711
qmof-4fc4a40,2.738221,-1.050884864270318
qmof-e64b388,4.144128,0.26919289583357425
qmof-ce36f66,2.387369,-1.3803176946694626
qmof-a730e22,3.20929,-0.6085741635096128
qmof-01f8adf,6.421372,2.407413388888966
qmof-e39683b,3.10131,-0.7099620906883086
qmof-a54ae56,4.379956,0.49062382832753026
qmof-a2d4eaa,4.235593,0.3550740475227697
qmof-13f45fd,4.527485,0.6291463279454763
qmof-14a67d5,3.814703,-0.04012103184601242
qmof-04459f0,2.384648,-1.3828725802950714
qmof-40c1e03,3.281465,-0.5408053762886246
qmof-c91080d,4.712024,0.8024194034560271
qmof-1547f0e,1.861861,-1.8737439480110252
qmof-8e3bc8d,3.383656,-0.44485303635235757
qmof-29823dd,6.397740000000001,2.3852240992511917
qmof-0644d90,3.85706,-0.00034988504560491863
qmof-7082d23,3.891581,0.03206364184952128
qmof-9a970ac,3.240135,-0.5796122204291642
qmof-eebdff7,4.219111,0.3395982574157198
qmof-3d12eb1,4.932366,1.009309741022318
qmof-10c5d89,3.972121,0.10768675404596637
qmof-52cac05,1.949382,-1.791566019000036
qmof-2ab39f5,3.748206,-0.10255845538372048
qmof-5c584aa,5.251932999999999,1.3093674899083534
qmof-35c8474,3.377037,-0.45106795291094065
qmof-0ca5226,6.415070999999999,2.4014970587430775
qmof-673bd4c,3.599204,-0.24246402980009402
qmof-1fe6988,3.738464,-0.11170571586320618
qmof-7cde1ad,3.701869,-0.14606662709773457
qmof-f78137f,4.415966,0.5244354532368175
qmof-ce19bbe,4.227989,0.34793426424561863
qmof-732dc1a,4.369629,0.48092728152280334
qmof-c6a63af,4.405509,0.5146168428042597
qmof-68f7719,4.416965,0.5253734652691525
qmof-0a0718a,4.407102,0.5161125917206852
qmof-c2c7421,3.595732,-0.24572406761417462
qmof-1cfa94a,0.5636300000000001,-3.09271922203515
qmof-73c6324,2.469244,-1.3034410829102876
qmof-26fc218,6.12608,2.130148675122978
qmof-88c0dcd,4.162450000000001,0.28639635574993005
qmof-7b3f604,3.923334,0.061878152422823116
qmof-ad06ef4,3.60475,-0.23725660764661122
qmof-0cfad40,3.4149890000000003,-0.41543288519204946
qmof-c7fd3ba,3.970793,0.10643982714011985
qmof-a457b47,1.3454199999999998,-2.3586567327868417
qmof-cffa37f,4.488487,0.5925291174980342
qmof-14d9a90,2.73195,-1.056773025886706
qmof-d346410,2.613933,-1.1675852040849661
qmof-1fd65b5,1.808821,-1.9235459081662205
qmof-22e7468,5.149574,1.2132574062068904
qmof-8cd9d78,3.501177,-0.33450657784182347
qmof-379302a,2.151246,-1.6020256177034977
qmof-cdca546,6.674676,2.6452534287673903
qmof-5c1675f,4.527528,0.6291867028377588
qmof-e9595ba,3.228717,-0.5903331627566909
qmof-d08ab23,4.567365,0.666591693160204
qmof-0054a8a,2.361386,-1.4047144580690185
qmof-986eab9,3.439069,-0.39282294551374836
qmof-3dea6dd,6.145283,2.148179350855637
qmof-6fbe47e,3.375512,-0.45249985316050084
qmof-4a650ba,2.753818,-1.0362400457835044
qmof-f2fac68,4.945929,1.0220447332090619
qmof-0122bb1,1.235693,-2.461685007333394
qmof-0412385,5.120405,1.1858691449744823
qmof-361fd6f,1.05983,-2.626811744112677
qmof-5ad197c,4.110056,0.23720095792995763
qmof-290d012,4.013332,0.14638186301949138
qmof-8e117f6,4.396178,0.5058554911789175
qmof-3c5b84b,3.583374,-0.25732762386602037
qmof-c5d75d5,5.108327,1.1745284949979657
qmof-cea07ef,3.105738,-0.7058044157341755
qmof-bdea962,3.72083,-0.12826317750303884
qmof-6bf5ba1,4.575747,0.6744619803023769
qmof-b7dbb38,3.3011890000000004,-0.5222855070936565
qmof-7945a6b,3.951817,0.08862229328067445
qmof-9dedbbd,4.118589,0.24521302667061143
qmof-cd5c084,4.3707530000000006,0.4819826624280537
qmof-b806efd,2.536209,-1.240564230312387
qmof-80dcc70,3.622839,-0.22027192330936912
qmof-6bc1eda,4.838253,0.9209422471292954
qmof-d51d399,4.1176200000000005,0.24430318316777655
qmof-44fe25a,3.170096,-0.6453754083497851
qmof-a19fb5f,4.290503,0.4066318460167706
qmof-d8c5293,4.236618,0.3560364722806711
qmof-247e926,4.15355,0.27803969199839784
qmof-76212a0,6.724994,2.6924995643459937
qmof-b3649d4,2.638401,-1.144610951425137
qmof-402926d,3.076719,-0.7330518343190853
qmof-1dca0c6,2.517969,-1.2576906962481105
qmof-11afcfb,4.882697,0.9626729846318882
qmof-149aeaf,5.025655,1.0969035393050868
qmof-97e4a61,3.772739,-0.07952317090997602
qmof-e2d7d1f,3.710225,-0.13822075268112796
qmof-8030fac,3.454629,-0.37821286821331745
qmof-531406b,4.250039,0.3686381334277843
qmof-e7b6156,2.065744,-1.6823078046791675
qmof-4c83c49,4.383438,0.4938932556514441
qmof-390913b,4.225586,0.345677965032705
qmof-62e8561,4.891316,0.970765803157107
qmof-e2b0729,1.731027,-1.9965906609624737
qmof-6abc890,5.05309,1.1226636595324202
qmof-04b3678,3.690242,-0.15698381018077473
qmof-7ffb302,2.755647,-1.0345227044350152
qmof-324fde1,3.4997230000000004,-0.33587181257156795
qmof-d43a3be,2.994418,-0.8103284391971538
qmof-cb52709,5.500831,1.5430705117542787
qmof-d117cca,3.645964,-0.19855868182013628
qmof-1c91623,3.573676,-0.26643357050224015
qmof-b2fc53f,4.786841,0.8726688991749418
qmof-4df225e,4.654507000000001,0.7484137597485164
qmof-d35f64f,3.820694,-0.03449577650495343
qmof-d80e631,3.4260810000000004,-0.40501804088508425
qmof-8535569,5.013008,1.0850286262190616
qmof-64935e1,4.855115,0.936774838610006
qmof-485c8c2,5.309388,1.3633149186548994
qmof-7f3a923,5.308399,1.3623862961323971
qmof-dee0a1f,5.312017,1.3657834207900428
qmof-5517ab7,5.300229,1.354715066598688
qmof-254f0bb,3.085016,-0.7252613580104946
qmof-ba5b808,4.084263,0.212982595217232
qmof-81a163c,3.963162,0.09927469218641898
qmof-17cd56b,4.091592,0.21986416697397118
qmof-8d254b7,3.454836,-0.37801850535977094
qmof-480dd0a,2.584449,-1.1952692348771186
qmof-1ebd4e7,3.910324,0.04966240012985382
qmof-d8112f8,2.943699,-0.8579510941200678
qmof-b069377,4.559216,0.6589401815971447
qmof-948ab1b,3.588718,-0.2523098698111681
qmof-ec95ddc,4.665519,0.7587534879768153
qmof-59216ed,4.78207,0.868189164033531
qmof-ba111bf,4.952768,1.028466218983975
qmof-c2973f6,4.021742,0.15427844078919675
qmof-97ae29f,6.668669,2.6396131502105984
qmof-8d0f063,4.390294,0.5003307035930734
qmof-ea2e5ae,4.231733,0.35144969672716203
qmof-6ecd9da,4.844705,0.9270003588736645
qmof-7e8fa91,3.724256,-0.12504633143419067
qmof-db0876a,3.725102,-0.12425197890230338
qmof-8aecaef,2.012266,-1.7325210253650565
qmof-150730f,4.772762,0.8594494082808056
qmof-cbb7574,3.80596,-0.04833028029316351
qmof-b1e3539,3.68532,-0.16160532692066684
qmof-788acd1,5.201715,1.2622152494280825
qmof-6b7c621,5.175941,1.23801472678404
qmof-59b5fa6,3.538154,-0.29978698733166786
qmof-1f0ad0a,3.4269730000000003,-0.40418049660796457
qmof-22e67b2,3.621357,-0.22166344866664642
qmof-a56ab4f,3.759733,-0.09173516739901193
qmof-c2378eb,3.805884,-0.04840164056789566
qmof-90b97bc,3.290579,-0.5322477770266625
qmof-7bca5df,5.024712,1.0960181085278173
qmof-b57a861,3.117756,-0.6945201028166579
qmof-47eb3b5,2.756534,-1.0336898549128124
qmof-85b5866,3.008325,-0.797270447872148
qmof-bb340c4,4.630304000000001,0.725688329099267
qmof-5d60111,3.795898,-0.057778005087310486
qmof-f3b9a1a,5.644904,1.678347996773877
qmof-705ad5b,4.500132,0.6034632016987739
qmof-769821d,4.441635,0.5485373860276112
qmof-2e370d9,3.544639,-0.2936978902048495
qmof-1937b4e,3.544219,-0.2940922496178432
qmof-f7c5ef4,3.225332,-0.5935115118352231
qmof-b8741a5,4.412571,0.5212477146484521
qmof-8121bd5,4.526631,0.6283444638057222
qmof-c8783dd,3.079142,-0.7307767560865055
qmof-5b523bb,3.087367,-0.7230538842487136
qmof-1a6c50b,3.652915,-0.1920320335350918
qmof-19b5170,3.668117,-0.1777581006866891
qmof-5f0dd01,3.673551,-0.17265584104333845
qmof-be911ac,3.601468,-0.24033824477386145
qmof-15ff44b,3.322113,-0.5026388967187078
qmof-2ee4f8f,3.932268,0.0702667405077876
qmof-8208646,1.925306,-1.814172202874404
qmof-fde0c28,3.644231,-0.20018588387422687
qmof-8104eb0,3.074327,-0.7352978050711827
qmof-03558fb,4.128383,0.25440911260122984
qmof-bf937bb,3.255615,-0.5650772592073988
qmof-a96ee8e,3.645981,-0.19854271965342016
qmof-eaef6dd,5.021344,1.0928557216160018
qmof-7a0465a,3.418314,-0.41231087317251675
qmof-cd3e104,4.077171,0.20632355484353948
qmof-40ab8ad,3.074987,-0.7346780974221924
qmof-1af2219,4.244365999999999,0.3633114644994197
qmof-9794e9c,5.636034,1.670019501551845
qmof-0d8ec48,3.817618,-0.03738398972964018
qmof-89d5815,5.680137,1.7114300567691259
qmof-2c7d021,3.916048,0.055036955558366844
qmof-0032860,4.089623,0.218015372487817
qmof-209afa7,5.303021,1.3573366177441126
qmof-9b0ccbd,0.728773,-2.9376580397970384
qmof-03e1732,3.141689,-0.6720481889329043
qmof-f6afc69,2.948801,-0.8531605662031785
qmof-a001d0d,2.590088,-1.1899744902821874
qmof-f917bec,5.839082,1.8606716208126317
qmof-70ee38e,4.816447,0.9004674819870597
qmof-7973010,5.394361,1.4431004005603936
qmof-91dacf6,5.419066,1.4662971846032689
qmof-43281e0,4.859283,0.9406883863084761
qmof-15c314b,5.005895,1.078349867874719
